shot_id_number,is_goal
4100,0.3583197
4119,0.326372355
4129,0.451544702
4130,0.627970397
4131,0.359625638
4132,0.453792185
4134,0.625807703
4135,0.451544702
4136,0.488301873
4137,0.766973853
4138,0.451544702
4143,0.490886837
4145,0.624543667
4148,0.393104494
4156,0.451544702
4163,0.925286055
4166,0.371473134
4169,0.848130107
4170,0.388801694
4174,0.625326812
4180,0.451544702
4190,0.309305727
4195,0.527974367
4199,0.625326812
4201,0.270177543
4203,0.364788324
4210,0.011460539
4211,0.347380757
4213,0.62471211
4225,0.365169644
4235,0.930065215
4236,0.451544702
4242,0.426243216
4244,0.419767648
4245,0.493833661
4250,0.527974367
4252,0.992917836
4254,0.848130107
4263,0.627466202
4264,0.519317925
4268,0.272488147
4270,0.358902454
4274,0.457816541
4282,0.624872863
4283,0.378771782
4291,0.527974367
4304,0.215964839
4306,0.494069248
4309,0.285887659
4310,0.527974367
4313,0.464234918
4314,0.527974367
4315,0.262870073
4321,0.336540103
4324,0.198922545
4325,0.35711199
4328,0.527974367
4329,0.292529106
4332,0.527974367
4337,0.111852139
4342,0.37327224
4344,0.451544702
4352,0.527974367
4355,0.212084696
4361,0.296796024
4366,0.341224343
4371,0.451544702
4372,0.451544702
4376,0.419444621
4381,0.375157237
4384,0.380665749
4387,0.331687659
4389,0.299901754
4390,0.408381075
4405,0.624495208
4406,0.335166037
4407,0.62471211
4409,0.625210941
4410,0.62471211
4413,0.312452555
4424,0.527974367
4428,0.364880413
4434,0.451544702
4452,0.629500628
4458,0.342771858
4460,0.517039418
4461,0.508492887
4470,0.625326812
4480,0.325219601
4496,0.625326812
4503,0.184269875
4507,0.484838068
4512,0.451544702
4518,0.62471211
4519,0.363984108
4522,0.398741543
4525,0.322258502
4537,0.527974367
4546,0.458081692
4547,0.624872863
4553,0.347391486
4556,0.2728374
4558,0.192413762
4563,0.293211967
4568,0.418052703
4574,0.451544702
4578,0.527974367
4587,0.415918618
4592,0.343212396
4594,0.625326812
4610,0.395622104
4615,0.619131088
4617,0.583976209
4619,0.371228933
4620,0.362834662
4625,0.378972083
4626,0.627466202
4635,0.421156287
4636,0.451544702
4641,0.451544702
4647,0.74029547
4650,0.226364315
4653,0.624495208
4658,0.625268936
4660,0.391639382
4665,0.527974367
4668,0.626090646
4669,0.018979808
4670,0.39733094
4674,0.354316026
4675,0.527974367
4676,0.625326812
4679,0.389298826
4680,0.6242733
4686,0.451544702
4690,0.479728043
4699,0.482106358
4711,0.259878188
4713,0.626090646
4718,0.527974367
4721,0.482049555
4722,0.367504567
4724,0.451544702
4730,0.622281015
4731,0.364511698
4733,0.367105305
4735,0.312840879
4739,0.508560777
4743,0.25197956
4745,0.322222948
4746,0.366388142
4747,0.527974367
4748,0.772094548
4761,0.393312633
4762,0.627296627
4763,0.346784443
4769,0.362291813
4771,0.342568725
4774,0.451544702
4784,0.292953551
4794,0.446893811
4797,1
4801,0.451544702
4804,0.457198769
4820,0.403185099
4833,0.359282047
4834,0.308297724
4851,0.356580526
4859,0.305311084
4860,0.627466202
4863,0.281509727
4873,0.479544669
4881,0.348219514
4892,0.30881241
4897,0.541426063
4908,0.625326812
4911,0.400737554
4915,0.475522339
4922,0.314260513
4929,0.625326812
4936,0.332051456
4939,0.527974367
4948,0.350782841
4951,0.409249812
4956,0.353579998
4961,0.324696988
4964,0.24643378
4981,0.336478829
4991,0.624495208
4992,0.451544702
4997,0.451544702
5004,0.451544702
5010,0.367634654
5012,0.354419202
5015,0.359876335
5019,0.445623249
5020,0.415683925
5021,0.374189198
5030,0.355622232
5051,0.628082037
5052,0.625326812
5057,0.624495208
5058,0.626090646
5060,0.437517017
5061,0.179237455
5064,0.625326812
5068,0.656052113
5072,0.30719161
5078,0.070673235
5080,0.625429928
5081,0.375495702
5086,0.494635344
5088,0.379652411
5089,0.641405284
5090,0.346744388
5098,0.002904908
5103,0.527974367
5108,0.451544702
5114,0.359585911
5115,0.415991962
5124,0.238332883
5129,0.516812146
5137,0.624495208
5139,0.451544702
5142,0.230421752
5144,0.515992641
5149,0.634008586
5157,0.65018177
5163,0.451132268
5174,0.338451684
5176,0.625326812
5179,0.397616744
5186,0.624082386
5195,0.451544702
5199,0.525568545
5203,0.265084863
5204,0.627466202
5206,0.357690245
5207,0.535790086
5220,0.362360358
5221,0.620351315
5224,0.247085556
5227,0.326702774
5229,0.395526439
5232,0.624495208
5240,0.625326812
5242,0.523511767
5243,0.40542829
5245,0.408200473
5248,0.62471211
5249,0.527974367
5254,0.333492994
5265,0.285327315
5269,0.991446257
5272,0.292725086
5276,0.288937807
5286,0.628528059
5288,0.451544702
5290,0.365626454
5308,0.627466202
5311,0.627127886
5316,0.349891305
5318,0.625326812
5319,0.358642697
5320,0.551624298
5322,0.145176321
5324,0.334790856
5331,0.360946089
5336,0.625326812
5344,0.626090646
5346,0.31067118
5354,0.347430795
5356,0.086501233
5358,0.444688141
5359,0.683373034
5361,0.495990843
5365,0.669079185
5370,0.326917499
5376,0.346317619
5383,0.321046203
5384,0.301361352
5385,0.360805929
5390,0.348996758
5393,0.625770986
5397,0.370288908
5398,0.527974367
5402,0.527974367
5407,0.49478659
5409,0.451544702
5424,0.626015067
5425,0.625326812
5428,0.62471211
5430,0.313736409
5439,0.431240886
5442,0.527974367
5447,0.624495208
5470,0.527974367
5473,0.527974367
5474,0.320136547
5477,0.359728307
5485,0.333652735
5488,0.337097049
5491,0.504320502
5493,0.47367686
5502,0.230633274
5504,0.527974367
5506,0.625326812
5514,0.301579356
5517,0.434196651
5522,0.354630381
5524,0.62471211
5527,0.626871824
5528,0.505781114
5536,0.42186287
5545,0.480198801
5576,0.527974367
5577,0.502564609
5582,0.637240052
5583,0.188348174
5592,0.290141046
5594,0.456142783
5595,0.319761366
5596,0.527974367
5599,0.595021963
5606,0.62471211
5617,0.315030932
5619,0.365665704
5625,0.451544702
5626,0.127185583
5627,0.624872863
5632,0.625326812
5637,0.627466202
5639,0.627646983
5642,0.60367763
5654,0.656052113
5659,0.631567001
5664,0.628530562
5666,0.451544702
5670,0.527974367
5671,0.361729711
5674,0.335351914
5677,0.451544702
5681,0.441739023
5683,0.003932162
5700,0.627466202
5710,0.624872863
5713,0.592226863
5715,0.627368748
5718,0.397201955
5720,0.339700669
5726,0.358123273
5738,0.410026044
5741,0.467313796
5743,0.335079402
5753,0.627646983
5761,0.268094778
5776,0.632018268
5780,0.353159547
5785,0.624495208
5789,0.452615917
5797,0.353430778
5798,0.627466202
5803,0.527974367
5810,0.625326812
5813,0.527974367
5817,0.326178402
5818,0.602622986
5822,0.375833184
5829,0.22011444
5845,0.625770986
5846,0.62471211
5847,0.466751426
5854,0.382264704
5858,0.6242733
5863,0.358414978
5867,0.956356347
5869,0.41916275
5870,0.527974367
5872,0.629538953
5876,0.527974367
5881,0.985598385
5886,0.625651777
5891,0.620224595
5898,0.625326812
5901,0.346988767
5914,0.625326812
5922,0.33882913
5928,0.626090646
5933,0.62471211
5934,0.625326812
5946,0.451544702
5951,0.451544702
5955,0.358147442
5956,0.625326812
5965,0.284630924
5968,0.362628818
5972,0.356366485
5978,0.35742259
5981,0.483119667
5997,0.625150025
6005,0.414250404
6009,0.366042763
6010,0.352213085
6015,0.369350582
6025,0.337593406
6039,0.408789694
6047,0.624495208
6051,0.117547251
6056,0.38654536
6061,0.357540548
6064,0.369854718
6065,0.451544702
6070,0.393176794
6071,0.627127886
6079,0.625326812
6085,0.625326812
6086,0.424824983
6091,0.624495208
6097,0.468188226
6099,0.62471211
6104,0.624872863
6106,0.626193404
6108,0.625326812
6109,0.625326812
6124,0.76693356
6140,0.353074402
6142,0.628978848
6144,0.018695626
6150,0.527974367
6154,0.624495208
6155,0.326899976
6156,0.527974367
6158,0.337378323
6159,0.624495208
6160,0.451544702
6166,0.260670394
6169,0.848130107
6170,0.018727051
6173,0.620574355
6175,0.627466202
6179,0.359917492
6184,0.377648771
6185,0.332475781
6186,0.62471211
6192,0.373997748
6204,0.116321273
6230,0.62471211
6231,0.523765564
6232,0.625326812
6235,0.274222195
6237,0.625326812
6239,0.442008913
6245,0.411147863
6263,0.627466202
6265,0.348554432
6270,0.473586321
6271,0.527974367
6278,0.627466202
6279,0.626090646
6287,0.331899047
6288,0.375916541
6294,0.328228116
6295,0.40281105
6302,0.085611656
6306,0.197359055
6322,0.624872863
6324,0.339277595
6327,0.177500591
6331,0.629584134
6334,0.814149857
6336,0.039621964
6338,0.212812975
6339,0.337180316
6362,0.34487316
6372,0.848130107
6374,0.467015177
6375,0.487048924
6390,0.624872863
6393,0.387765408
6394,0.625326812
6405,0.627646983
6406,0.305366814
6416,0.451544702
6421,0.62471211
6422,0.342844218
6440,0.656052113
6446,0.62471211
6457,0.627646983
6460,0.35609594
6463,0.623495579
6474,0.627466202
6476,0.331789851
6477,0.366437644
6482,0.527974367
6488,0.334991246
6489,0.304250091
6494,0.259352595
6495,0.627466202
6499,0.991777301
6505,0.624872863
6507,0.351095796
6511,0.527974367
6524,0.274810076
6527,0.238118395
6531,0.366482705
6536,0.62882024
6538,0.255822897
6541,0.339095116
6542,0.459556073
6550,0.366898865
6565,0.366181493
6568,0.174650982
6584,0.405415833
6588,0.527974367
6593,0.627646983
6597,0.342175633
6603,0.633866549
6609,0.62471211
6611,0.26501438
6613,0.624317527
6616,0.625326812
6622,0.374633312
6627,0.430990875
6630,0.372498363
6637,0.451544702
6639,0.625326812
6640,0.223966986
6646,0.347153932
6647,0.626090646
6648,0.624495208
6655,0.416199327
6659,0.527974367
6669,0.129859254
6680,0.179229662
6681,0.20853813
6684,0.048782181
6693,0.367998928
6694,0.365406692
6704,0.451308578
6706,0.626090646
6710,0.364337027
6713,0.527974367
6718,0.459329814
6732,0.316761345
6737,0.77284658
6739,0.256315291
6742,0.35781154
6746,0.369405448
6753,0.373932719
6771,0.527974367
6784,0.461518884
6790,0.62471211
6795,0.625326812
6796,0.62673521
6805,0.29607594
6807,0.361440569
6808,0.36128965
6818,0.450730175
6823,0.351907164
6830,0.503785312
6831,0.624495208
6832,0.354291648
6836,0.449563473
6846,0.377507865
6850,0.527974367
6854,0.340840429
6868,0.62471211
6876,0.326973081
6877,0.451544702
6881,0.307367176
6882,0.282311112
6884,0.218341887
6886,0.372665733
6901,0.372253329
6903,0.375314534
6908,0.638580084
6910,0.371624261
6913,0.527974367
6914,0.623022974
6918,0.626608849
6930,0.393375039
6941,0.465642333
6944,0.373539448
6945,0.587834179
6947,0.848130107
6949,0.625627756
6952,0.624440074
6963,0.304451257
6964,0.627466202
6966,0.527974367
6972,0.62471211
6979,0.527974367
6981,0.291594625
6988,0.62471211
6990,0.458086371
6998,0.394068122
7004,0.34588027
7005,0.182492152
7011,0.625326812
7016,0.421115756
7020,0.626090646
7027,0.315991133
7042,0.396474838
7056,0.527974367
7061,0.527974367
7069,0.202390492
7071,0.483115226
7082,0.478684604
7088,0.549280107
7095,0.627368748
7098,0.366079867
7099,0.527974367
7108,0.501481891
7121,0.62471211
7125,0.625326812
7136,0.527974367
7149,0.238953561
7150,0.326091588
7151,0.421513379
7156,0.583920479
7167,0.362565547
7177,0.627646983
7178,0.527974367
7183,0.508621275
7186,0.327762425
7190,0.230182648
7192,0.203517482
7198,0.009207591
7201,0.356590629
7202,0.527974367
7205,0.451544702
7207,0.369943887
7213,0.320109427
7224,0.451544702
7225,0.527974367
7227,0.625770986
7233,0.312830478
7236,0.451544702
7237,0.344850928
7239,0.424235642
7246,0.478351533
7248,0.370732754
7261,0.62256521
7264,0.360861331
7266,0.286427468
7274,0.308029294
7278,0.63351351
7279,0.451544702
7293,0.38245067
7297,0.447601825
7312,0.625326812
7313,0.497234821
7315,0.986275911
7322,0.372506112
7323,0.625326812
7326,0.625651777
7334,0.307014316
7341,0.327179253
7359,0.62471211
7361,0.445710748
7363,0.625326812
7365,0.372849613
7371,0.378502637
7377,0.443600833
7383,0.281029612
7390,0.624495208
7393,0.627127886
7398,0.451544702
7405,0.770819187
7410,0.55433172
7415,0.627466202
7434,0.364532858
7435,0.627466202
7438,0.459469199
7447,0.119197488
7449,0.625326812
7450,0.408872843
7452,0.378691524
7453,0.277422726
7455,0.527974367
7456,0.351313859
7457,0.628528059
7460,0.624495208
7466,0.625326812
7470,0.627466202
7474,0.337020397
7482,0.451544702
7487,0.451544702
7488,0.622416377
7492,0.636767089
7496,0.291551769
7500,0.352903277
7501,0.325224817
7505,0.292569518
7509,0.527974367
7510,0.486192971
7512,0.244985893
7514,0.354747951
7519,0.493297786
7526,0.413407803
7531,0.527974367
7533,0.266153574
7536,0.451544702
7538,0.624495208
7539,0.527974367
7541,0.62471211
7544,0.624872863
7554,0.328644246
7556,0.352150977
7563,0.252514184
7564,0.451544702
7566,0.411010355
7567,0.291362137
7580,0.328698337
7581,0.146881804
7584,0.355791301
7587,0.257445335
7589,0.317121565
7590,0.362044901
7594,0.367103666
7597,0.357549101
7599,0.779579699
7602,0.625326812
7603,0.355355531
7605,0.365850061
7609,0.527974367
7613,0.126138225
7619,0.422268987
7625,0.392607003
7626,0.624872863
7636,0.625326812
7638,0.344464004
7639,0.433262616
7641,0.527974367
7643,0.627466202
7644,0.373986155
7657,0.335333794
7661,0.527974367
7666,0.26899153
7673,0.133823439
7683,0.624872863
7685,0.527974367
7697,0.341695756
7699,0.55259198
7704,0.62713021
7705,0.23764053
7708,0.618542492
7728,0.87602824
7733,0.537761807
7741,0.513900697
7743,0.370483071
7745,0.239535287
7751,0.625668287
7752,0.268122286
7754,0.593442976
7756,0.527974367
7757,0.451544702
7770,0.345858574
7773,0.625326812
7774,0.451544702
7776,0.624684632
7777,0.364232033
7778,0.301487833
7781,0.624943972
7784,0.367873013
